dataset,scene,image,rotation_matrix,translation_vector
amy_gardens,peach,peach_0107.png,-0.27200725357533617;-0.05888664739171934;0.9604917577789858;0.2650806016292851;0.9549237181017277;0.1336149963388405;-0.9250644997200244;0.2909519812026298;-0.24413647001627092,-9.677018096605039;1.3907449943680856;-3.671772072318687
amy_gardens,peach,peach_0115.png,-0.4698429804263613;0.04629469255699507;0.881535237630991;0.2283230083206027;0.9710151092361523;0.07069838404470966;-0.852711075110148;0.23449191686741908;-0.4667947764364331,-3.761290952055133;0.3705345772040245;1.4582521067857614
amy_gardens,peach,peach_0152.png,-0.9684795341635777;-0.15166622765524368;0.1975974374710553;-0.08703587879619835;0.9493085234721799;0.30205642364505875;-0.23339268992081408;0.2753373978447126;-0.9325862799975291,-14.294222915890849;-3.832237476342711;11.798987659072933
amy_gardens,peach,peach_0127.png,-0.8529976804208197;-0.15654665259483314;0.49788362370945016;-0.015619850729380283;0.9611857992390378;0.2754593973790038;-0.5216809153686692;0.22718935913146257;-0.8223344925500464,22.74096766214251;2.5321169332062103;-3.280255206831618
amy_gardens,peach,peach_0183.png,0.8827937872637239;0.03306814412014841;0.4685953766449474;-0.030978189624320945;0.9994459766753936;-0.012169284077885933;-0.46873817951620994;-0.003773268055382215;0.8833290901538404,-6.219045274513385;-2.361022777345668;28.117105355428066
amy_gardens,peach,peach_0062.png,-0.9942249965252317;0.03858186687993324;-0.10014038062870849;0.024455264864882857;0.9900406852008742;0.13864119758344584;0.10449208728316194;0.1353915846537101;-0.9852667265772075,-13.892022233242274;0.3092172326919097;23.580564126265145
amy_gardens,peach,peach_0021.png,-0.9881666506513567;-0.13950921090041243;-0.06374833813068201;-0.151825504205114;0.9487436958293385;0.27719021609167693;0.021810245604816935;0.2835887510075671;-0.9586979365204795,-12.669390941190649;-4.738211845224617;17.014205763104453
amy_gardens,peach,peach_0027.png,0.13453377483687212;0.10660225257343094;-0.9851581716528632;-0.00035270665242402577;0.9942014911863429;0.10753264862761153;0.9909089458805784;-0.014119301297247734;0.13379127888139197,17.129869319094325;0.4646451806695803;18.079521480650126
amy_gardens,peach,peach_0013.png,-0.5149813937325758;-0.036010586455928514;0.8564446285501207;0.13967741680330992;0.9822388338647733;0.125288038068783;-0.845744868943589;0.184146981813633;-0.5008048579482045,-0.6381019035672318;-0.23819046264433474;1.630038133387055
amy_gardens,peach,peach_0192.png,0.5025147034309747;0.14228268300740465;-0.8527805174556311;-0.24994339795097797;0.9681555942523963;0.014249320633225676;0.8276516602148507;0.20598636710715543;0.5220750385812346,-16.82797445567653;0.9100847011987758;-0.5458133257778826
amy_gardens,peach,peach_0125.png,0.9998759561384675;-0.002012828683023518;-0.015621166949951568;0.0014361441413748744;0.9993201202652915;-0.03684066670092235;0.015684700385747125;0.03681366259496672;0.9991990514507874,-16.47868284978419;-3.536947686376213;22.589425669990806
amy_gardens,peach,peach_0017.png,0.9311507418784427;-0.08898042607166093;-0.3536110570603406;0.11118999104461716;0.9928705044998947;0.04295284839940767;0.34726802586867067;-0.0793135869207176;0.9344058396323549,10.719295409898228;1.4056825119218703;-2.1914174988191077
amy_gardens,peach,peach_0114.png,-0.9843310232417883;-0.16136325482832722;0.07109385820858069;-0.13985068992598002;0.9599912282654396;0.24260796808975604;-0.10739749164203435;0.22886402435643094;-0.9675159105381046,-6.469727596672215;-2.0846179843321506;8.603108881765424
amy_gardens,peach,peach_0142.png,-0.5248155681429778;-0.0568310737958091;0.8493166950472472;0.16131021926128974;0.9730487165218477;0.16478837470240332;-0.835791620319705;0.22348696679314511;-0.5015036820173524,4.474136037299431;-0.7540925918350995;2.8552537590599725
amy_gardens,peach,peach_0016.png,-0.5501502382608416;-0.13722371612796905;0.8237137652568215;0.12068269421491311;0.962985564180109;0.2410279869594955;-0.8262992210201879;0.23200960090640116;-0.5132262098029323,-18.16357295013424;-0.3349061374365298;-1.9044211004877194
amy_gardens,peach,peach_0165.png,-0.4970670960691068;0.04458208228058598;0.866566062077758;0.19645476517734523;0.978528785894565;0.062345331940913226;-0.8451803519039827;0.20123084533747693;-0.4951528245301897,-15.799589413993552;2.6468718021469804;-1.1092123661161524
amy_gardens,peach,peach_0112.png,-0.022033210202966558;0.13800581561677405;-0.9901863120161283;-0.09216081136481016;0.9859292051700437;0.13946321106781484;0.9955003377682663;0.09432919616277324;-0.009004457482451045,15.080887645194364;-2.0051596759628607;21.64948838772321
amy_gardens,peach,peach_0095.png,-0.9592230169566462;-0.0718655411550916;0.27336156960164654;0.07879584736055793;0.8608062601141032;0.5027959794858173;-0.2714450555440671;0.5038332328686316;-0.8200424716304773,-20.168898673214105;-5.538112894221947;10.92046981034309
amy_gardens,peach,peach_0038.png,-0.543547780340963;0.13804483126524694;-0.8279489326325398;-0.028426183856169483;0.9827904786538386;0.182523497497539;0.838896753216859;0.12274567050738848;-0.5302694954585867,4.511153491391025;-1.5104806091557503;31.071118297476957
amy_gardens,peach,peach_0162.png,-0.5056093748471606;0.0982925149656292;-0.857145111150029;-0.05073899382293527;0.9883818944004172;0.14327171851862;0.8612692462711646;0.11593020453347827;-0.49474788842836537,5.549176719509677;-1.1910775126007356;30.327317310978277
amy_gardens,peach,peach_0191.png,-0.9803904497716134;-0.18380730536615159;0.07105941521465153;-0.16433060118089182;0.9615582174342527;0.22000283634578216;-0.10876589314734941;0.20401144325428566;-0.9729076582642173,-7.318428088594641;-2.1438864174557697;9.217993913726035
amy_gardens,peach,peach_0159.png,-0.24499119114374546;0.0827950223567244;0.9659835922700335;0.39332006214046455;0.9191624098140005;0.02097124466359529;-0.8861594918409383;0.38507849674821987;-0.2577516369731554,-1.3948947605189248;0.05168736979310043;0.3540981235018107
amy_gardens,peach,peach_0163.png,0.5021936718471278;0.1699019943501637;-0.8479002466520081;-0.2614310287714348;0.9644573149760056;0.03841750622806145;0.824290806179596;0.20237440526190772;0.528762013520904,-19.964499650492357;1.7291032674090834;-1.1082947402246905
amy_gardens,peach,peach_0085.png,-0.8295533242181248;-0.17323758124927563;0.5308766549035284;-0.03254337440761221;0.9640452008406116;0.26373808886535655;-0.557478439996405;0.2015082905964054;-0.8053646365219234,-2.1470571761584054;-0.5505642921491793;2.915886268554223
amy_gardens,peach,peach_0072.png,-0.9814888210070558;-0.19147766990868187;-0.003999520536443663;-0.18373331071628335;0.9354876280712463;0.30183599563151386;-0.05405335115802942;0.2969835006393039;-0.9533514753628964,-13.431372815811056;-5.590017953835741;15.796560546497604
amy_gardens,peach,peach_0022.png,-0.5414741880228164;-0.0329487436462097;0.8400714755288199;0.2498129884793452;0.947793852487114;0.19819254268174005;-0.8027447754374057;0.3171769119588801;-0.5049748825715776,17.265464877376157;-2.5797728211899598;5.480191185763938
amy_gardens,peach,peach_0103.png,-0.43125116440707645;0.08971372452366957;0.8977604807684687;0.3401139965752432;0.9378003455682511;0.06966334176368708;-0.8356703312498035;0.33538330233355373;-0.4349403844030628,-15.932496227375971;4.109823723185865;-2.617528030970552
amy_gardens,peach,peach_0077.png,-0.9565581075873051;-0.09109310075072766;-0.2769451819487238;-0.17887568669249612;0.9334974643427564;0.3107828386123215;0.23021745268176766;0.3468206035708693;-0.9092389088789901,-9.167052841091646;-5.905229134511661;19.757127304284392
amy_gardens,peach,peach_0133.png,-0.29705476544384535;0.010799265504772282;0.9547993727436457;0.4184995547251636;0.9002517814016544;0.12002021820504918;-0.8582637059913123;0.4352356901125013;-0.2719435695697783,1.9427157559507757;-1.1620790604127678;1.6900320479025857
amy_gardens,peach,peach_0049.png,0.5418151476980724;0.14254171920328856;-0.8283225241483458;-0.1374183060751782;0.9872764878635247;0.08000840997852787;0.8291878887684894;0.07047690968277756;0.5545091976885694,-0.15250628094303711;-0.31310460843461907;3.4265897615278074
amy_gardens,peach,peach_0185.png,0.9988711816285024;-0.03437681697916273;0.032781045841468306;0.030872857675347448;0.9943069866355866;0.10198275828108018;-0.03610026552585226;-0.1008555937072438;0.994245905220093,-15.13092488363068;-0.7743696497699272;23.815012489833016
amy_gardens,peach,peach_0093.png,-0.48908331119448145;-0.06360144852542554;0.8699151512972456;0.20043109404475679;0.9624545677241909;0.18305349383954017;-0.8488962782643494;0.263886454393378;-0.4579727589460183,7.776466830658982;-1.2187579314155845;4.009449288846288
amy_gardens,peach,peach_0150.png,-0.8365641033829327;0.010754612792790844;0.5477634884097221;0.21180414928806535;0.9284198970124423;0.30524661697677313;-0.5052717123246359;0.37137694211553185;-0.7789606303205883,-21.82055711158195;-0.07697593608088817;6.838777643989406
amy_gardens,peach,peach_0033.png,0.8267919094844689;-0.014747409585533743;0.5623145492707284;0.06196547827104649;0.9959601408642568;-0.06498982468271727;-0.5590844461382076;0.0885771512308133;0.824365616923806,-3.881426295003091;-4.8985594090855695;26.733937324642316
amy_gardens,peach,peach_0060.png,-0.8472751876272213;-0.14546165610823394;0.5108479842707682;-0.03193404446310532;0.9739802532848119;0.22437175182157434;-0.5301933357139502;0.17379117587928225;-0.8298744808409346,-6.002589786322116;-0.838951111747723;3.5882601704066377
amy_gardens,peach,peach_0081.png,-0.11039315817884088;-0.08431410590423066;0.9903052469682629;0.18999554964847531;0.976229579567355;0.10429524961147105;-0.9755588356122227;0.19966707170516493;-0.09174976150164849,20.14196099171943;-4.5312694091288375;21.319332552501326
amy_gardens,peach,peach_0104.png,0.346789363278465;-0.05590295331647151;0.9362755990238202;0.199368008876264;0.9798045759857777;-0.015342422039700515;-0.9165094296043171;0.19198399070710756;0.35093106553644193,10.801903104846545;-6.8639553240885816;26.152261844214312
amy_gardens,peach,peach_0113.png,-0.24387716694149053;0.003200149509570871;0.9698008488796599;0.34211423040789957;0.93599051950288;0.0829433587042345;-0.9074589692085275;0.35201066240079304;-0.22936153286711325,-2.398730396061191;0.22888279279144388;-0.14834850483269002
amy_gardens,peach,peach_0141.png,-0.11156679342968845;-0.1208016097668647;0.9863872574610599;0.07958210431405356;0.988310031536426;0.1300383414128915;-0.9905652625025594;0.09300673439167063;-0.10064893482314097,19.447711041746864;-1.4113635995517773;20.660583415934873
amy_gardens,peach,peach_0122.png,-0.8134068933373493;0.105670392243122;-0.5720166029709867;0.000614819208508241;0.9835171383398585;0.18081388383947825;0.5816948064652318;0.14672357273103812;-0.800064588227986,-3.0718369549731532;-1.0851425304441633;32.20188284235128
amy_gardens,peach,peach_0015.png,-0.3794481854370859;-0.00363870780776257;0.9252058335170577;0.20824280721015226;0.9739979012963381;0.08923576365765133;-0.9014732429826962;0.22652780861478922;-0.3688240015379194,-2.0068645020506217;-0.06959957088475062;1.8211397800871898
amy_gardens,peach,peach_0157.png,-0.7334292957161423;-0.1065090203320719;0.6713697169021153;0.02621720736051948;0.9824816819424125;0.1845058337446918;-0.6792599842648908;0.1529234227824849;-0.7177884789692228,6.9732447922755885;-0.024831819569767644;2.2165492819250794
amy_gardens,peach,peach_0111.png,-0.38626827561822163;0.154661943345614;-0.9093275001513395;-0.012390016080922231;0.984883239463566;0.17277584358140596;0.9223032618138356;0.0780044095183731;-0.37851288662772076,8.359114778092575;-0.84750005115603;29.634308931467114
amy_gardens,peach,peach_0073.png,-0.2767528541313191;0.2182532326387835;-0.9358276466170947;-0.21651871577403276;0.9346597471333555;0.2820120614586824;0.9362304756040216;0.280671843139516;-0.2114138430163326,10.03796275879682;-6.650490768348297;22.015774922149813
amy_gardens,peach,peach_0193.png,0.23697266977395504;0.12347461206850423;-0.9636378852840607;-0.2421903370950998;0.9680833572472763;0.06448607631577782;0.9408441924133698;0.2181023466067589;0.2593136556501783,18.91038539229444;-3.921722417800268;15.734876981427806
amy_gardens,peach,peach_0059.png,0.6225646594021323;0.031651842668744656;-0.7819280054577787;-0.20288303887539583;0.9715472641049654;-0.12220632613265628;0.7558119590216813;0.2347212697346143;0.6112726135972222,21.483841248742717;-0.11462639835603469;5.377231576890472
amy_gardens,peach,peach_0020.png,-0.4293812599321696;-0.1519786248367376;0.8902439166946311;0.2174469069346084;0.939342836596155;0.2652392844208057;-0.8765549476693603;0.30746956423071126;-0.3702889287949913,21.70348171817314;-1.5716572787057785;9.276215273670607
amy_gardens,peach,peach_0014.png,-0.9142589555903693;-0.27953290602423014;0.2932437835188618;-0.19089353135737477;0.9356749084981528;0.29676948174110546;-0.35733768596205906;0.21534581504320502;-0.9088101881771902,-13.70006001289297;-4.508693589512769;9.508544033189933
amy_gardens,peach,peach_0144.png,-0.4113783187035247;-0.026362722581980247;0.9110833582931519;0.1634830839903557;0.9812372167418458;0.10220961662054236;-0.8966834224795641;0.19099353742674513;-0.3993498572825023,3.0599758619250634;-0.6789333999801461;3.4912857454376183
amy_gardens,peach,peach_0034.png,-0.9308973465872956;-0.17115307828686938;0.3227022682127618;-0.0836635580717735;0.9598525785247146;0.2677376263251534;-0.3555707231585631;0.22223782597115477;-0.9078434939680469,-7.683215336564883;-1.8264971933117973;6.232917816984084
amy_gardens,peach,peach_0118.png,-0.04905235003748576;0.0716100810326067;0.9962258093676871;0.21123188001243953;0.9756094105693537;-0.05972747169375699;-0.9762043637590493;0.20750487778127458;-0.06298226635147386,15.080335248810764;-5.940429820986253;14.361431622043092
amy_gardens,peach,peach_0099.png,-0.007475129770585065;0.1410139534053399;-0.9899793873510245;-0.1665428665522194;0.9760044816464772;0.1402808804027152;0.9860058803250025;0.16592262278239178;0.016189107867006336,15.397335973226589;-3.6468110958383835;21.200338985171424
amy_gardens,peach,peach_0055.png,-0.6947068521222741;0.12576152608027943;-0.7082135470127073;-0.16353753157578008;0.9311956004470815;0.3257763488562363;0.7004554699482772;0.34213855711678953;-0.6263412347543309,-0.08909796429550508;-6.756574882618147;25.58828479971935
amy_gardens,peach,peach_0090.png,-0.9976207747889567;-0.06297082622627455;0.02806180239866567;-0.051799436666521995;0.9532731215320828;0.2976359758589509;-0.04549294528289416;0.2954742472853757;-0.9542669234132701,-16.2351554776112;-3.9904695751206285;17.659037966861515
amy_gardens,peach,peach_0169.png,-0.5165959808083715;-0.08329973179590572;0.8521676755752748;0.16100487076480746;0.9680520233840465;0.19223088100526714;-0.8409554234337538;0.23650884699051683;-0.48668012194106725,5.549631634440637;-0.7500664066778674;3.096376298332086
amy_gardens,peach,peach_0129.png,0.1183492792641091;0.07168886103626454;0.9903808132738584;0.4840036762030198;0.8667191051729517;-0.12057542929701862;-0.8670258874564406;0.4936179696197467;0.06787790913729297,-3.280153969063849;1.9582055041416835;-2.373605225487025
amy_gardens,peach,peach_0128.png,-0.034009741940834726;-0.056023675361994985;0.9978500314436293;0.20862711212821172;0.9760337838208527;0.06190945747938374;-0.9774037372233445;0.21028409506970053;-0.021506599511702307,18.709284240517512;-5.399055584228761;20.05092309475146
amy_gardens,peach,peach_0173.png,0.5575922669233446;0.09004724800476313;-0.825216551575436;-0.16852169381908824;0.9856777345897246;-0.006312071483574752;0.8128291964365152;0.14258645328654812;0.5647811972432617,-5.796771529872944;-0.5051822584459936;2.2290816116003382
amy_gardens,peach,peach_0199.png,-0.11800421463885202;-0.12495992024027149;0.9851192941268653;0.11942373909047742;0.9830644329020704;0.13900464490289693;-0.9858057495618079;0.13404976350772085;-0.1010825654324563,19.579776200841774;-2.1678861006409793;20.463926200335628
amy_gardens,peach,peach_0117.png,-0.8659167597157109;-0.17595377590489758;0.46821836143860573;-0.02017496128544244;0.9476090357608056;0.3187947400469574;-0.499781088258224;0.26660342100071655;-0.8241004063402348,-8.189044873285138;-1.9250752480448834;4.703529037286775
amy_gardens,peach,peach_0108.png,0.9998466614575697;-0.00013596323154926095;-0.01751099900495812;-0.0010107979993630965;0.9978545153075052;-0.06546254324289788;0.017482329923567432;0.06547020539469431;0.9977013683192081,-16.533636724249817;-4.16029721937298;22.453697945602453
